0.78125
doomshroom_43x39 7.367968559265137 0.0 0.0 7.367968559265137 -16.549999237060547 -16.549999237060547
doomshroom_91x63 1.0 0.0 0.0 1.0 -45.04999923706055 -31.299999237060547
doomshroom_91x63_2 1.0 0.0 0.0 1.0 -45.04999923706055 -31.299999237060547
doomshroom_21x12 1.0 0.0 0.0 1.0 -10.300000190734863 -5.699999809265137
doomshroom_146x80 1.0 0.0 0.0 1.0 -72.8499984741211 -39.54999923706055
doomshroom_60x42 2.4182076454162598 0.0 0.0 2.4182076454162598 -73.25 -50.400001525878906
doomshroom_34x34 2.1760993003845215 0.0 0.0 2.1760993003845215 -36.95000076293945 -36.95000076293945
doomshroom_146x75 1.0 0.0 0.0 1.0 -72.8499984741211 -37.099998474121094
doomshroom_40x37 2.4182076454162598 0.0 0.0 2.4182076454162598 -48.20000076293945 -44.099998474121094
doomshroom_49x32 1.0 0.0 0.0 1.0 -24.0 -15.75
doomshroom_52x42 1.0 0.0 0.0 1.0 -25.799999237060547 -20.600000381469727
doomshroom_36x33 2.4182076454162598 0.0 0.0 2.4182076454162598 -44.349998474121094 -40.5
doomshroom_26x23 2.4182076454162598 0.0 0.0 2.4182076454162598 -31.75 -28.399999618530273
doomshroom_36x25 1.0 0.0 0.0 1.0 -17.899999618530273 -12.25
doomshroom_43x30 1.0 0.0 0.0 1.0 -21.049999237060547 -14.649999618530273
doomshroom_33x31 2.4182076454162598 0.0 0.0 2.4182076454162598 -40.25 -37.349998474121094
doomshroom_15x14 1.0 0.0 0.0 1.0 -2.5 -2.5
doomshroom_18x17 1.0 0.0 0.0 1.0 9.5 -2.5
doomshroom_16x16 1.0 0.0 0.0 1.0 1.2000000476837158 -2.3499999046325684
doomshroom_24x21 1.0 0.0 0.0 1.0 4.400000095367432 -2.9000000953674316
doomshroom_122x111 2.7002549171447754 0.0 0.0 2.7002549171447754 -20.75 -20.75
doomshroom_293x263 1.0 0.0 0.0 1.0 -2.0 -2.0
doomshroom_151x137 2.1304702758789062 0.0 0.0 2.1304702758789062 -16.799999237060547 -16.799999237060547
doomshroom_18x20 1.0 0.0 0.0 1.0 -8.600000381469727 -9.649999618530273
doomshroom_425x228 1.0 0.0 0.0 1.0 -212.35000610351562 -113.75
doomshroom_343x161 1.0 0.0 0.0 1.0 -171.14999389648438 -80.0999984741211
doomshroom_151x82 2.889084577560425 0.0 0.0 2.889084577560425 -218.10000610351562 -119.44999694824219
doomshroom_144x75 2.4054558277130127 0.0 0.0 2.4054558277130127 -172.6999969482422 -89.80000305175781
doomshroom_70x142 2.2062363624572754 0.0 0.0 2.2062363624572754 -77.0999984741211 -156.5
doomshroom_87x51 1.0 0.0 0.0 1.0 -43.400001525878906 -25.100000381469727
doomshroom_155x69 1.0 0.0 0.0 1.0 -77.19999694824219 -34.29999923706055
doomshroom_156x66 1.0 0.0 0.0 1.0 -77.5999984741211 -32.849998474121094
doomshroom_108x47 1.0 0.0 0.0 1.0 -53.70000076293945 -23.100000381469727
doomshroom_146x70 2.4054558277130127 0.0 0.0 2.4054558277130127 -175.8000030517578 -84.75
doomshroom_150x94 2.7012939453125 0.0 0.0 2.7012939453125 -202.5500030517578 -127.75
doomshroom_21x15 2.701333522796631 0.0 0.0 2.701333522796631 -28.75 -20.799999237060547
doomshroom_20x13 3.0398666858673096 0.0 0.0 3.0398666858673096 -30.350000381469727 -20.200000762939453
doomshroom_139x62 2.4792327880859375 0.0 0.0 2.4792327880859375 -172.39999389648438 -77.44999694824219
doomshroom_62x23 3.489124298095703 0.0 0.0 3.489124298095703 -108.6500015258789 -39.95000076293945
doomshroom_62x27 2.3484435081481934 0.0 0.0 2.3484435081481934 -73.1500015258789 -32.150001525878906
doomshroom_49x31 2.404998779296875 0.0 0.0 2.404998779296875 -59.5 -37.25
doomshroom_69x24 4.041857719421387 0.0 0.0 4.041857719421387 -139.1999969482422 -48.29999923706055
doomshroom_107x209 1.5625953674316406 0.0 0.0 1.5625953674316406 -83.6500015258789 -163.10000610351562
doomshroom_276x155 1.6163368225097656 0.0 0.0 1.6163368225097656 -223.60000610351562 -125.0
doomshroom_146x280 1.1888351440429688 0.0 0.0 1.1888351440429688 -86.94999694824219 -166.39999389648438
doomshroom_305x161 1.1574294567108154 0.0 0.0 1.1574294567108154 -176.10000610351562 -93.19999694824219
doomshroom_310x153 1.1574294567108154 0.0 0.0 1.1574294567108154 -179.1999969482422 -88.1500015258789
doomshroom_355x225 1.1574294567108154 0.0 0.0 1.1574294567108154 -205.3000030517578 -130.5
doomshroom_55x40 1.1574294567108154 0.0 0.0 1.1574294567108154 -31.549999237060547 -23.450000762939453
doomshroom_56x39 1.1574294567108154 0.0 0.0 1.1574294567108154 -32.5 -22.299999237060547
doomshroom_190x71 1.1574294567108154 0.0 0.0 1.1574294567108154 -109.8499984741211 -41.04999923706055
doomshroom_133x62 1.1574294567108154 0.0 0.0 1.1574294567108154 -76.5999984741211 -35.599998474121094
doomshroom_109x71 1.1574294567108154 0.0 0.0 1.1574294567108154 -62.79999923706055 -40.599998474121094
doomshroom_241x83 1.1574294567108154 0.0 0.0 1.1574294567108154 -139.25 -48.400001525878906
doomshroom_397x224 1.1367515325546265 0.0 0.0 1.1367515325546265 -225.9499969482422 -127.3499984741211
doomshroom_163x301 1.148339033126831 0.0 0.0 1.148339033126831 -93.4000015258789 -172.8000030517578
doomshroom_176x315 1.1380958557128906 0.0 0.0 1.1380958557128906 -100.0 -179.4499969482422
